publisher,doi,journal,eissn,issn,url,date_published,corr_author_org,oa_type,license,apc_currency,apc,apc_date_paid,source_file,Online Publication Date,Corresponding Author Email Domain,Journal Status
taylorandfrancis,10.1080/09669582.2018.1529770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13691457.2018.1530642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08927014.2018.1529760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14427591.2018.1530133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13642537.2018.1529687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09669582.2018.1529771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13691457.2018.1529661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13691457.2018.1529659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11035897.2018.1526209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14647893.2018.1523380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0284186X.2018.1529428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09513590.2018.1528577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0284186X.2018.1529425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14616742.2018.1528877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19424280.2018.1529062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08039488.2018.1525646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01446193.2018.1528372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08039488.2018.1525645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13639080.2018.1528576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17517575.2018.1528633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0284186X.2018.1529423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08911762.2018.1528652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0046760X.2018.1529253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00393274.2018.1528566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14702541.2018.1527941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03610926.2018.1528369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13668803.2018.1527758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13573322.2018.1528219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14733285.2018.1528342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1369183X.2018.1528100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13669877.2018.1528296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/24694193.2018.1528310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10572252.2018.1528388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1743873X.2018.1527844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2018.1527242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00313831.2018.1527395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09700161.2018.1463958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10736700.2018.1432321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08039488.2018.1527397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09700161.2018.1463957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10495142.2018.1526748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17502977.2018.1466945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11038128.2018.1526318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15592294.2018.1526028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10495142.2018.1526749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1461670X.2018.1526642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19012276.2018.1526705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365521.2018.1526967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1068316X.2018.1526936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14733285.2018.1527016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09064710.2018.1526964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14399776.2018.1527122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13691058.2018.1527038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0907676X.2018.1524501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2018.1526105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02660830.2018.1526447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11035897.2018.1526210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01495933.2018.1526587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11035897.2018.1525619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17570638.2018.1525020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00497878.2018.1524760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13501763.2018.1523219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09296174.2018.1523777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/18918131.2018.1522772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00313831.2018.1524396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03009742.2018.1523456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09669582.2018.1526297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14753634.2018.1526107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01446193.2018.1526388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/07380577.2018.1526433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15476286.2018.1526539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365513.2018.1522664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11038128.2018.1523457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2158379X.2018.1523317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2158379X.2018.1523319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/16066359.2018.1524880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19406940.2018.1522657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03043797.2018.1523133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15022250.2018.1522721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13504622.2018.1523369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02660830.2018.1523102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1350293X.2018.1522736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10413200.2018.1525625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/11663081.2018.1525206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00806765.2018.1525313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03080188.2018.1524685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02626667.2018.1523614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08109028.2018.1522829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14681366.2018.1522663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09620214.2018.1521298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00016357.2018.1521005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19439962.2018.1477892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0158037X.2018.1520210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10826084.2018.1521429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19460171.2018.1519452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00220388.2018.1520217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0284186X.2018.1521988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09581596.2018.1522420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14742837.2018.1521716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19012276.2018.1520643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21699763.2018.1520141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2018.1520739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15248372.2018.1520712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01612840.2018.1522399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13636820.2018.1522364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14616688.2018.1522512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13647830.2018.1520304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10999922.2018.1522182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10400435.2018.1522523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15592294.2018.1521222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0284186X.2018.1521987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09654313.2018.1520812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03075079.2018.1520413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03075079.2018.1520476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/07853890.2018.1521525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03075079.2018.1520414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15555240.2018.1521725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365513.2018.1519722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09638288.2018.1518494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15563650.2018.1519194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1068316X.2018.1519828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09593330.2018.1447023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14735970.2018.1430982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23744235.2018.1459046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02642069.2018.1519551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02626667.2018.1519318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08916934.2018.1519027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00084433.2018.1518804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15309576.2018.1519449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09593985.2018.1482511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14631369.2018.1519387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01426397.2018.1518520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02827581.2018.1434235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09644016.2018.1479115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23748834.2018.1460104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.3109/13668250.2018.1518898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1550428X.2018.1518739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365521.2018.1519597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09500693.2018.1518615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01446193.2018.1519253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00330124.2018.1518719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/16066359.2018.1518435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2018.1518816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1369118X.2018.1518474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/2156857X.2018.1518817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09602011.2018.1482770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/20442041.2018.1457846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10926488.2018.1434937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10749357.2018.1443876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17540763.2018.1445020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14664208.2018.1495373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14767058.2018.1469127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14017431.2018.1446549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10503307.2018.1516306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17531055.2018.1436247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01446193.2018.1517941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1478422X.2018.1467150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10758216.2018.1433960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14650045.2018.1486300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00220272.2018.1513569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14729679.2018.1517371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14616734.2018.1517811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/15568318.2018.1517842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00036811.2018.1517412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17482798.2018.1517656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09500693.2018.1517423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17522439.2018.1511746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17512786.2018.1511823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14427591.2018.1512007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19463014.2018.1516152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/17547075.2018.1516437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/02713683.2018.1516783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/13691058.2018.1510980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365521.2018.1511824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/07294360.2018.1512955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00438243.2018.1515035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03585522.2018.1511468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00016489.2018.1511059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03585522.2018.1516234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00131857.2018.1516136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1461670X.2018.1513816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/0067270X.2018.1513240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/14992027.2018.1516894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/08039488.2018.1513067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01443615.2018.1514490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/21641846.2018.1515583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/09593985.2018.1513106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/16184742.2018.1516795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00207659.2018.1515703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19012276.2018.1516563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00140139.2018.1516805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/1023666X.2018.1516369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/10641955.2018.1516225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/23340460.2018.1516116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/03585522.2018.1516697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/01615440.2018.1517030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/00365513.2018.1516477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taylorandfrancis,10.1080/19407963.2018.1515214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
