doi	institution	journal_full_title	journal_discipline	journal_ISSN	journal_eISSN	year	publisher
10.1007/s00394-016-1298-6	ki	European Journal of Nutrition	Chemistry	1436-6207	1436-6215	2016	Springer
10.1007/s11367-016-1182-x	cth	The International Journal of Life Cycle Assessment	Environment	0948-3349	1614-7502	2016	Springer
10.1007/s13524-016-0498-2	su	Demography	Social Sciences	0070-3370	1533-7790	2016	Springer
10.1007/s10693-016-0258-x	kth	Journal of Financial Services Research	Finance	0920-8550	1573-0735	2016	Springer
10.1007/s00421-016-3473-0	ki	European Journal of Applied Physiology	Biomedicine	1439-6319	1439-6327	2016	Springer
10.1007/s40831-016-0088-y	kth	Journal of Sustainable Metallurgy	Environment	2199-3823	2199-3831	2016	Springer
10.1007/s10886-016-0753-4	slu	Journal of Chemical Ecology	Life Sciences	0098-0331	1573-1561	2016	Springer
10.1007/s40072-016-0080-3	uu	Stochastics and  Partial Differential Equations: Analysis and Computations	Mathematics	2194-0401	2194-041X	2016	Springer
10.1007/s11575-016-0304-9	miu	Management International Review	Business and Management	0938-8249	1861-8901	2016	Springer
10.1007/s10811-016-0957-6	cth	Journal of Applied Phycology	Life Sciences	0921-8971	1573-5176	2016	Springer
10.1007/s00158-016-1569-0	his	Structural and Multidisciplinary Optimization	Engineering	1615-147X	1615-1488	2016	Springer
10.1007/s10578-016-0684-x	liu	Child Psychiatry & Human Development	Psychology	0009-398X	1573-3327	2016	Springer
10.1208/s12248-016-9991-1	cth	The AAPS Journal	Biomedicine		1550-7416	2016	Springer
10.1007/s10862-016-9570-x	lu	Journal of Psychopathology and Behavioral Assessment	Psychology	0882-2689	1573-3505	2016	Springer
10.1007/s00526-016-1058-8	uu	Calculus of Variations and Partial Differential Equations	Mathematics	0944-2669	1432-0835	2016	Springer
10.1007/s10689-016-9934-0	gu	Familial Cancer	Biomedicine	1389-9600	1573-7292	2016	Springer
10.1007/s00158-016-1548-5	liu	Structural and Multidisciplinary Optimization	Engineering	1615-147X	1615-1488	2016	Springer
10.1007/s11118-016-9580-z	liu	Potential Analysis	Mathematics	0926-2601	1572-929X	2016	Springer
10.1007/s00198-016-3738-9	gu	Osteoporosis International	Medicine & Public Health	0937-941X	1433-2965	2016	Springer
10.1007/s12062-016-9158-y	ki	Journal of Population Ageing	Social Sciences	1874-7884	1874-7876	2016	Springer
10.1007/s11104-016-3033-8	umu	Plant and Soil	Life Sciences	0032-079X	1573-5036	2016	Springer
10.1007/s00018-016-2365-0	lu	Cellular and Molecular Life Sciences	Life Sciences	1420-682X	1420-9071	2016	Springer
10.1007/s10822-016-9957-5	lu	Journal of Computer-Aided Molecular Design	Chemistry	0920-654X	1573-4951	2016	Springer
10.1007/s11060-016-2271-1	umu	Journal of Neuro-Oncology	Medicine & Public Health	0167-594X	1573-7373	2016	Springer
10.1007/s11625-016-0397-x	su	Sustainability Science	Environment	1862-4065	1862-4057	2016	Springer
10.1007/s10342-016-0994-3	sh	European Journal of Forest Research	Life Sciences	1612-4669	1612-4677	2016	Springer
10.1007/s13280-016-0816-3	slu	Ambio	Environment	0044-7447	1654-7209	2016	Springer
10.1007/s00766-016-0259-1	cth	Requirements Engineering	Computer Science	0947-3602	1432-010X	2016	Springer
10.1007/s11306-016-1124-4	slu	Metabolomics	Life Sciences	1573-3882	1573-3890	2016	Springer
10.1007/s12010-016-2229-y	lu	Applied Biochemistry and Biotechnology	Chemistry	0273-2289	1559-0291	2016	Springer
10.1007/s11049-016-9348-6	su	Natural Language & Linguistic Theory	Linguistics	0167-806X	1573-0859	2016	Springer
10.1007/s10570-016-1068-x	miu	Cellulose	Chemistry	0969-0239	1572-882X	2016	Springer
10.1007/s10896-016-9856-5	lnu	Journal of Family Violence	Medicine & Public Health	0885-7482	1573-2851	2016	Springer
10.1007/s00253-016-7833-9	lu	Applied Microbiology and Biotechnology	Life Sciences	0175-7598	1432-0614	2016	Springer
10.1007/s11882-016-0652-3	ki	Current Allergy and Asthma Reports	Medicine & Public Health	1529-7322	1534-6315	2016	Springer
10.1007/s10549-016-3983-9	ki	Breast Cancer Research and Treatment	Medicine & Public Health	0167-6806	1573-7217	2016	Springer
10.1007/s11113-016-9412-2	ki	Population Research and Policy Review	Social Sciences	0167-5923	1573-7829	2016	Springer
10.1007/s10853-016-0333-6	kth	Journal of Materials Science	Materials Science	0022-2461	1573-4803	2016	Springer
10.1007/s00227-016-2977-9	slu	Marine Biology	Environment	0025-3162	1432-1793	2016	Springer
10.1007/s12350-016-0638-5	umu	Journal of Nuclear Cardiology	Medicine & Public Health	1071-3581	1532-6551	2016	Springer
10.1007/s00198-016-3768-3	lu	Osteoporosis International	Medicine & Public Health	0937-941X	1433-2965	2016	Springer
10.1007/s00030-016-0406-x	kth	Nonlinear Differential Equations and Applications NoDEA	Mathematics	1021-9722	1420-9004	2016	Springer
10.1007/s10915-016-0297-3	uu	Journal of Scientific Computing	Mathematics	0885-7474	1573-7691	2016	Springer
10.1007/s11044-016-9542-7	cth	Multibody System Dynamics	Engineering	1384-5640	1573-272X	2016	Springer
10.1007/s40520-016-0630-6	ki	Aging Clinical and Experimental Research	Medicine & Public Health		1720-8319	2016	Springer
10.1007/s00520-016-3394-9	liu	Supportive Care in Cancer	Medicine & Public Health	0941-4355	1433-7339	2016	Springer
10.1007/s00415-016-8287-9	lu	Journal of Neurology	Medicine & Public Health	0340-5354	1432-1459	2016	Springer
10.1007/s11336-016-9512-2	uu	Psychometrika	Psychology	0033-3123	1860-0980	2016	Springer
10.1007/s12187-016-9416-9	gu	Child Indicators Research	Social Sciences	1874-897X	1874-8988	2016	Springer
10.1007/s13304-016-0388-6	ki	Updates in Surgery	Medicine & Public Health	2038-131X	2038-3312	2016	Springer
10.1007/s40618-016-0546-1	ki	Journal of Endocrinological Investigation	Medicine & Public Health		1720-8386	2016	Springer
10.1007/s10726-016-9509-3	uu	Group Decision and Negotiation	Business and Management	0926-2644	1572-9907	2016	Springer
10.1007/s11244-016-0714-8	lu	Topics in Catalysis	Chemistry	1022-5528	1572-9028	2016	Springer
10.1007/s11150-016-9349-6	su	Review of Economics of the Household	Economics	1569-5239	1573-7152	2016	Springer
10.1007/s11241-016-9258-z	cth	Real-Time Systems	Computer Science	0922-6443	1573-1383	2016	Springer
10.1007/s10615-016-0606-1	hb	Clinical Social Work Journal	Psychology	0091-1674	1573-3343	2016	Springer
10.1007/s00223-016-0194-7	ki	Calcified Tissue International	Life Sciences	0171-967X	1432-0827	2016	Springer
10.1007/s10570-016-1061-4	kth	Cellulose	Chemistry	0969-0239	1572-882X	2016	Springer
10.1007/s11356-016-7706-x	lu	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2016	Springer
10.1007/s12526-016-0566-2	gu	Marine Biodiversity	Life Sciences	1867-1616	1867-1624	2016	Springer
10.1007/s11883-016-0614-1	gu	Current Atherosclerosis Reports	Medicine & Public Health	1523-3804	1534-6242	2016	Springer
10.1007/s11605-016-3223-y	ki	Journal of Gastrointestinal Surgery	Medicine & Public Health	1091-255X	1873-4626	2016	Springer
10.1007/s11663-016-0788-5	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2016	Springer
10.1007/s10096-016-2777-7	oru	European Journal of Clinical Microbiology & Infectious Diseases	Biomedicine	0934-9723	1435-4373	2016	Springer
10.1007/s10111-016-0390-2	liu	"Cognition, Technology & Work"	Computer Science	1435-5558	1435-5566	2016	Springer
10.1007/s00439-016-1729-8	uu	Human Genetics	Biomedicine	0340-6717	1432-1203	2016	Springer
10.1007/s00787-016-0899-1	oru	European Child & Adolescent Psychiatry	Medicine & Public Health	1018-8827	1435-165X	2016	Springer
10.1007/s10270-016-0556-7	mdh	Software & Systems Modeling	Computer Science	1619-1366	1619-1374	2016	Springer
10.1007/s11187-016-9801-2	bth	Small Business Economics	Business and Management	0921-898X	1573-0913	2016	Springer
10.1007/s00153-016-0507-6	uu	Archive for Mathematical Logic	Mathematics	0933-5846	1432-0665	2016	Springer
10.1007/s10811-016-0950-0	slu	Journal of Applied Phycology	Life Sciences	0921-8971	1573-5176	2016	Springer
10.1208/s12248-016-9977-z	uu	The AAPS Journal	Biomedicine		1550-7416	2016	Springer
10.1007/s11306-016-1120-8	umu	Metabolomics	Life Sciences	1573-3882	1573-3890	2016	Springer
10.1007/s11676-016-0307-1	slu	Journal of Forestry Research	Life Sciences	1007-662X	1993-0607	2016	Springer
10.1007/s11207-016-0969-z	lu	Solar Physics	Physics	0038-0938	1573-093X	2016	Springer
10.1007/s10997-016-9359-z	lnu	Journal of Management & Governance	Business and Management	1385-3457	1572-963X	2016	Springer
10.1007/s11104-016-3038-3	umu	Plant and Soil	Life Sciences	0032-079X	1573-5036	2016	Springer
10.1007/s00384-016-2639-x	lu	International Journal of Colorectal Disease	Medicine & Public Health	0179-1958	1432-1262	2016	Springer
10.1007/s11121-016-0696-6	uu	Prevention Science	Medicine & Public Health	1389-4986	1573-6695	2016	Springer
10.1007/s12289-016-1314-7	ltu	International Journal of Material Forming	Engineering	1960-6206	1960-6214	2016	Springer
10.1007/s10955-016-1624-7	kau	Journal of Statistical Physics	Physics	0022-4715	1572-9613	2016	Springer
10.1007/s10964-016-0564-5	su	Journal of Youth and Adolescence	Psychology	0047-2891	1573-6601	2016	Springer
10.1007/s10845-016-1258-2	kth	Journal of Intelligent Manufacturing	Business and Management	0956-5515	1572-8145	2016	Springer
10.1007/s10967-016-5030-z	lu	Journal of Radioanalytical and Nuclear Chemistry	Chemistry	0236-5731	1588-2780	2016	Springer
10.1007/s13132-016-0411-7	kau	Journal of the Knowledge Economy	Economics	1868-7865	1868-7873	2016	Springer
10.1007/s00181-016-1175-4	uu	Empirical Economics	Economics	0377-7332	1435-8921	2016	Springer
10.1007/s11042-016-3817-0	hig	Multimedia Tools and Applications	Computer Science	1380-7501	1573-7721	2016	Springer
10.1007/s11406-016-9766-z	lu	Philosophia	Philosophy	0048-3893	1574-9274	2016	Springer
10.1007/s00408-016-9937-5	gu	Lung	Medicine & Public Health	0341-2040	1432-1750	2016	Springer
10.1007/s10826-016-0534-2	hig	Journal of Child and Family Studies	Psychology	1062-1024	1573-2843	2016	Springer
10.1007/s40258-016-0272-z	ki	Applied Health Economics and Health Policy	Medicine & Public Health	1175-5652	1179-1896	2016	Springer
10.1007/s00227-016-2984-x	gu	Marine Biology	Environment	0025-3162	1432-1793	2016	Springer
10.1007/s00163-016-0238-z	ltu	Research in Engineering Design	Engineering	0934-9839	1435-6066	2016	Springer
10.1007/s11051-016-3597-5	kth	Journal of Nanoparticle Research	Materials Science	1388-0764	1572-896X	2016	Springer
10.1007/s13437-016-0114-8	gu	WMU Journal of Maritime Affairs	Law	1651-436X	1654-1642	2016	Springer
10.1007/s10570-016-1080-1	cth	Cellulose	Chemistry	0969-0239	1572-882X	2016	Springer
10.1007/s11356-016-7375-9	su	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2016	Springer
10.1007/s10687-016-0269-x	uu	Extremes	Statistics	1386-1999	1572-915X	2016	Springer
10.1007/s13181-016-0584-2	lakemedelsverket	Journal of Medical Toxicology	Biomedicine	1556-9039	1937-6995	2016	Springer
10.1007/s11098-016-0769-1	mau	Philosophical Studies	Philosophy	0031-8116	1573-0883	2016	Springer
10.1007/s11229-016-1217-7	gu	Synthese	Philosophy	0039-7857	1573-0964	2016	Springer
10.1007/s11676-016-0306-2	slu	Journal of Forestry Research	Life Sciences	1007-662X	1993-0607	2016	Springer
10.1007/s00520-016-3406-9	liu	Supportive Care in Cancer	Medicine & Public Health	0941-4355	1433-7339	2016	Springer
10.1007/s00294-016-0644-9	uu	Current Genetics	Life Sciences	0172-8083	1432-0983	2016	Springer
10.1007/s00334-016-0586-7	slu	Vegetation History and Archaeobotany	Earth Sciences	0939-6314	1617-6278	2016	Springer
10.1007/s10695-016-0297-0	slu	Fish Physiology and Biochemistry	Life Sciences	0920-1742	1573-5168	2016	Springer
10.1007/s00035-016-0176-4	uu	Alpine Botany	Life Sciences	1664-2201	1664-221X	2016	Springer
10.1007/s11127-016-0373-0	lu	Public Choice	Economics	0048-5829	1573-7101	2016	Springer
10.1007/s10545-016-9978-1	gu	Journal of Inherited Metabolic Disease	Medicine & Public Health	0141-8955	1573-2665	2016	Springer
10.1007/s00125-016-4113-2	lu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2016	Springer
10.1007/s10470-016-0872-4	liu	Analog Integrated Circuits and Signal Processing	Engineering	0925-1030	1573-1979	2016	Springer
10.1007/s12665-016-6205-1	lu	Environmental Earth Sciences	Earth Sciences	1866-6280	1866-6299	2016	Springer
10.1007/s11012-016-0558-0	kth	Meccanica	Physics	0025-6455	1572-9648	2016	Springer
10.1007/s00125-016-4140-z	uu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2016	Springer
10.1007/s11102-016-0764-8	gu	Pituitary	Medicine & Public Health	1386-341X	1573-7403	2016	Springer
10.1007/s00766-016-0261-7	cth	Requirements Engineering	Computer Science	0947-3602	1432-010X	2016	Springer
10.1007/s11195-016-9459-3	kau	Sexuality and Disability	Psychology	0146-1044	1573-6717	2016	Springer
10.1007/s10967-016-5062-4	foi	Journal of Radioanalytical and Nuclear Chemistry	Chemistry	0236-5731	1588-2780	2016	Springer
10.1007/s00191-016-0478-0	gu	Journal of Evolutionary Economics	Economics	0936-9937	1432-1386	2016	Springer
10.1007/s10639-016-9536-3	hig	Education and Information Technologies	Computer Science	1360-2357	1573-7608	2016	Springer
10.1007/s40831-016-0096-y	ltu	Journal of Sustainable Metallurgy	Environment	2199-3823	2199-3831	2016	Springer
10.1007/s10928-016-9496-7	uu	Journal of Pharmacokinetics and Pharmacodynamics	Biomedicine	1567-567X	1573-8744	2016	Springer
10.1007/s11158-016-9336-z	su	Res Publica	Philosophy	1356-4765	1572-8692	2016	Springer
10.1007/s00423-016-1512-2	ki	Langenbeck's Archives of Surgery	Medicine & Public Health	1435-2443	1435-2451	2016	Springer
10.3758/s13428-016-0806-1	lu	Behavior Research Methods	Psychology		1554-3528	2016	Springer
10.1007/s11251-016-9397-6	lu	Instructional Science	Education	0020-4277	1573-1952	2016	Springer
10.1007/s10444-016-9484-x	kth	Advances in Computational Mathematics	Mathematics	1019-7168	1572-9044	2016	Springer
10.1007/s00405-016-4321-x	ki	European Archives of Oto-Rhino-Laryngology	Medicine & Public Health	0937-4477	1434-4726	2016	Springer
10.1007/s12020-016-1127-y	ki	Endocrine	Medicine & Public Health	1355-008X	1559-0100	2016	Springer
10.1007/s00238-016-1252-0	ki	European Journal of Plastic Surgery	Medicine & Public Health	0930-343X	1435-0130	2016	Springer
10.1007/s40726-016-0042-4	liu	Current Pollution Reports	Environment		2198-6592	2016	Springer
10.1007/s11661-016-3800-4	kth	Metallurgical and Materials Transactions A	Materials Science	1073-5623	1543-1940	2016	Springer
10.1007/s40266-016-0408-8	umu	Drugs & Aging	Medicine & Public Health	1170-229X	1179-1969	2016	Springer
10.1007/s10344-016-1054-5	lu	European Journal of Wildlife Research	Life Sciences	1612-4642	1439-0574	2016	Springer
10.1007/s10120-016-0654-9	ki	Gastric Cancer	Medicine & Public Health	1436-3291	1436-3305	2016	Springer
10.1007/s00384-016-2678-3	ki	International Journal of Colorectal Disease	Medicine & Public Health	0179-1958	1432-1262	2016	Springer
10.1007/s00018-016-2371-2	su	Cellular and Molecular Life Sciences	Life Sciences	1420-682X	1420-9071	2016	Springer
10.1007/s00038-016-0899-4	umu	International Journal of Public Health	Medicine & Public Health	1661-8556	1661-8564	2016	Springer
10.1007/s11118-016-9590-x	gu	Potential Analysis	Mathematics	0926-2601	1572-929X	2016	Springer
10.1007/s10856-016-5779-1	gu	Journal of Materials Science: Materials in Medicine	Materials Science	0957-4530	1573-4838	2016	Springer
10.1007/s11785-016-0596-6	lu	Complex Analysis and Operator Theory	Mathematics	1661-8254	1661-8262	2016	Springer
10.1007/s00423-016-1517-x	lu	Langenbeck's Archives of Surgery	Medicine & Public Health	1435-2443	1435-2451	2016	Springer
10.1007/s12035-016-0157-z	uu	Molecular Neurobiology	Biomedicine	0893-7648	1559-1182	2016	Springer
10.1007/s11356-016-7883-7	su	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2016	Springer
10.1007/s10691-016-9332-x	oru	Feminist Legal Studies	Law	0966-3622	1572-8455	2016	Springer
10.1007/s10654-016-0204-0	ki	European Journal of Epidemiology	Medicine & Public Health	0393-2990	1573-7284	2016	Springer
10.1007/s00442-016-3740-0	su	Oecologia	Life Sciences	0029-8549	1432-1939	2016	Springer
10.1007/s12529-016-9601-8	ki	International Journal of Behavioral Medicine	Medicine & Public Health	1070-5503	1532-7558	2016	Springer
10.1007/s10639-016-9546-1	gu	Education and Information Technologies	Computer Science	1360-2357	1573-7608	2016	Springer
10.1007/s11250-016-1168-5	slu	Tropical Animal Health and Production	Life Sciences	0049-4747	1573-7438	2016	Springer
10.1007/s11019-016-9740-3	uu	"Medicine, Health Care and Philosophy"	Philosophy	1386-7423	1572-8633	2016	Springer
10.1007/s40521-016-0106-0	ki	Current Treatment Options in Allergy	Medicine & Public Health		2196-3053	2016	Springer
10.1007/s10798-016-9383-y	liu	International Journal of Technology and Design Education	Education	0957-7572	1573-1804	2016	Springer
10.1007/s00590-016-1873-9	umu	European Journal of Orthopaedic Surgery & Traumatology	Medicine & Public Health	1633-8065	1432-1068	2016	Springer
10.1007/s00382-016-3408-9	lu	Climate Dynamics	Earth Sciences	0930-7575	1432-0894	2016	Springer
10.1007/s11249-016-0775-7	kth	Tribology Letters	Materials Science	1023-8883	1573-2711	2016	Springer
10.1007/s10531-016-1217-4	slu	Biodiversity and Conservation	Life Sciences	0960-3115	1572-9710	2016	Springer
10.1007/s11540-016-9328-6	slu	Potato Research	Life Sciences	0014-3065	1871-4528	2016	Springer
10.1007/s00423-016-1524-y	ki	Langenbeck's Archives of Surgery	Medicine & Public Health	1435-2443	1435-2451	2016	Springer
10.1007/s10549-016-4007-5	liu	Breast Cancer Research and Treatment	Medicine & Public Health	0167-6806	1573-7217	2016	Springer
10.1007/s11517-016-1578-6	cth	Medical & Biological Engineering & Computing	Biomedicine	0140-0118	1741-0444	2016	Springer
10.1007/s00234-016-1760-4	ki	Neuroradiology	Medicine & Public Health	0028-3940	1432-1920	2016	Springer
10.1007/s11661-016-3839-2	kth	Metallurgical and Materials Transactions A	Materials Science	1073-5623	1543-1940	2016	Springer
10.1007/s10910-016-0693-9	ki	Journal of Mathematical Chemistry	Chemistry	0259-9791	1572-8897	2016	Springer
10.1007/s11240-016-1111-5	slu	"Plant Cell, Tissue and Organ Culture (PCTOC)"	Life Sciences	0167-6857	1573-5044	2016	Springer
10.1007/s10856-016-5785-3	uu	Journal of Materials Science: Materials in Medicine	Materials Science	0957-4530	1573-4838	2016	Springer
10.1007/s40675-016-0055-y	su	Current Sleep Medicine Reports	Medicine & Public Health		2198-6401	2016	Springer
